Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
Kepler-869 b,,,,0.32,0.0399,,,2.979,40.4288,7.553,13.4,957.0,5664.0,4.47,True,nexsci
Kepler-870 b,,,,0.25,0.0256,,,3.014,21.3588,5.905,13.7,1231.0,5857.0,4.43,True,nexsci
Kepler-871 b,,,,0.33,0.0424,,,2.974,22.0459,5.0592,14.2,1695.0,5993.0,4.37,True,nexsci
Kepler-872 b,,,,0.18,0.0145,,,3.055,2.5789,2.3296,13.4,1114.0,5902.0,4.4,True,nexsci
Kepler-873 b,,,,0.34,0.0426,,,2.974,20.5534,5.0988,13.4,1397.0,6163.0,4.29,True,nexsci
Kepler-874 b,,,,0.35,0.0463,,,2.967,40.0687,6.0815,13.1,1072.0,6020.0,4.37,True,nexsci
Kepler-875 b,,,,0.26,0.0275,,,3.007,27.5074,5.239,13.6,1244.0,5958.0,4.38,True,nexsci
Kepler-876 b,,,,0.13,0.00829,,,3.098,5.1444,2.7192,13.4,735.0,5060.0,4.58,True,nexsci
Kepler-877 b,,,,0.19,0.0162,,,3.051,18.4585,3.3077,12.7,572.0,5261.0,4.56,True,nexsci
Kepler-878 b,,,,0.17,0.0138,,,3.063,25.9422,4.0442,12.8,567.0,5044.0,4.58,True,nexsci
Kepler-879 b,,,,0.23,0.0224,,,3.025,33.3856,5.0514,12.7,772.0,5792.0,4.42,True,nexsci
Kepler-880 b,,,,0.24,0.0238,,,3.021,7.7147,4.2955,11.0,673.0,6761.0,4.12,True,nexsci
Kepler-881 b,,,,0.16,0.012,,,3.071,4.4445,3.3504,13.7,1364.0,5961.0,4.39,True,nexsci
Kepler-882 b,,,,0.11,0.00642,,,3.119,3.9895,1.5403,12.3,525.0,5476.0,4.52,True,nexsci
Kepler-883 b,,,,0.16,0.012,,,3.071,12.985,3.4569,11.8,549.0,6116.0,4.4,True,nexsci
Kepler-884 b,,,,0.11,0.00642,,,3.119,5.6992,2.3878,11.5,420.0,5715.0,4.49,True,nexsci
Kepler-885 b,,,,0.22,0.0214,,,3.028,18.1147,5.2269,11.5,632.0,6187.0,4.26,True,nexsci
Kepler-886 b,,,,0.14,0.0092,,,3.091,6.2415,3.0771,12.6,857.0,6098.0,4.35,True,nexsci
Kepler-887 b,,,,0.16,0.0127,,,3.068,20.4223,6.192,12.2,831.0,6194.0,4.29,True,nexsci
Kepler-887 c,,,,0.1,0.00474,,,3.061,7.6385,3.971,12.2,831.0,6194.0,4.29,True,nexsci
Kepler-888 b,,,,0.16,0.0118,,,3.074,70.6979,6.624,11.6,413.0,5875.0,4.52,True,nexsci
Kepler-889 b,,,,0.1,0.00416,,,3.04,3.7444,2.9492,11.3,513.0,5961.0,4.3,True,nexsci
Kepler-890 b,,,,0.79,0.184,,,2.86,52.7588,6.6068,13.7,1387.0,5954.0,4.37,True,nexsci
Kepler-891 b,,,,0.57,0.106,,,2.905,53.4495,5.3228,13.8,1372.0,5887.0,4.41,True,nexsci
Kepler-892 b,,,,0.25,0.0261,,,3.012,13.7521,2.7024,13.3,640.0,4747.0,4.61,True,nexsci
Kepler-893 b,,,,0.27,0.0297,,,3.004,6.3386,3.2833,13.7,1216.0,5820.0,4.45,True,nexsci
Kepler-894 b,,,,0.25,0.0256,,,3.014,9.8032,4.4934,13.8,1090.0,5603.0,4.53,True,nexsci
Kepler-895 b,,,,0.14,0.0094,,,3.094,2.8062,1.717,13.4,516.0,4315.0,4.67,True,nexsci
Kepler-896 b,,,,0.23,0.0218,,,3.024,144.5474,14.9621,13.7,896.0,5262.0,4.56,True,nexsci
Kepler-897 b,,,,0.21,0.0198,,,3.034,8.0473,4.512,13.5,1147.0,5839.0,4.41,True,nexsci
Kepler-898 b,,,,0.13,0.00889,,,3.095,5.8706,2.4983,13.2,479.0,4223.0,4.66,True,nexsci
Kepler-899 b,,,,0.24,0.0241,,,3.019,19.1789,5.208,13.6,1038.0,5595.0,4.49,True,nexsci
Kepler-8 b,0.086,0.054,0.06,1.42,0.59,1998.0,1680.0,2.863,3.5225,3.1906,12.3,1052.9,6213.0,4.17,True,nexsci
SWEEPS-11 b,,,,1.13,9.7,,,4.275,1.796,,,8500.0,,,True,nexsci
Kepler-900 b,,,,0.19,0.0157,,,3.051,6.9913,2.2124,12.7,505.0,4836.0,4.6,True,nexsci
Kepler-901 b,,,,0.12,0.00771,,,3.109,3.5175,1.4847,11.9,241.0,4184.0,4.7,True,nexsci
Kepler-902 b,,,,0.23,0.022,,,3.025,40.11,5.1836,13.3,904.0,5647.0,4.49,True,nexsci
OGLE2-TR-L9 b,,,,1.61,4.5,2802.0,2356.0,3.634,2.4855,,13.1,1704.36,6933.0,4.24,True,nexsci
Kepler-903 b,,,,0.18,0.0148,,,3.059,10.3508,6.565,13.0,829.0,5682.0,4.46,True,nexsci
Kepler-903 c,,,,0.23,0.0218,,,3.024,62.9229,11.298,13.0,829.0,5682.0,4.46,True,nexsci
Kepler-904 b,,,,0.16,0.0119,,,3.072,3.0217,2.7581,13.0,1151.0,6160.0,4.31,True,nexsci
Kepler-905 b,,,,0.13,0.00809,,,3.101,5.0827,1.7354,12.3,521.0,5461.0,4.55,True,nexsci
Kepler-906 b,,,,0.19,0.016,,,3.05,41.698,5.6754,12.6,758.0,6035.0,4.45,True,nexsci
Kepler-907 b,,,,0.11,0.00588,,,3.105,15.8662,4.1503,10.3,352.0,6106.0,4.19,True,nexsci
WASP-107 b,0.004,0.119,0.963,0.94,0.12,880.0,740.0,2.527,5.7215,2.7386,8.6,64.86,4430.0,4.5,True,nexsci
Kepler-908 b,,,,0.11,0.00624,,,3.115,1.3406,1.6085,10.0,250.0,5973.0,4.38,True,nexsci
Kepler-909 b,,,,0.13,0.00869,,,3.099,13.9329,2.5119,10.3,318.0,6154.0,4.33,True,nexsci
Kepler-910 b,,,,0.07,0.0015,,,2.844,2.3644,3.2852,10.3,402.0,6230.0,4.19,True,nexsci
Kepler-911 b,,,,0.23,0.0229,,,3.023,20.3105,5.3585,10.5,567.0,6112.0,3.97,True,nexsci
Kepler-912 b,,,,0.25,0.0259,,,3.012,2.5348,4.4149,13.6,1265.0,5998.0,4.37,True,nexsci
Kepler-913 b,,,,0.18,0.0154,,,3.052,10.2967,2.7238,13.5,597.0,4687.0,4.67,True,nexsci
Kepler-914 b,,,,0.12,0.0078,,,3.106,4.4097,2.1066,12.1,678.0,5877.0,4.36,True,nexsci
Kepler-915 b,,,,0.13,0.00899,,,3.094,4.5949,2.8531,12.0,806.0,6173.0,4.24,True,nexsci
Kepler-916 b,,,,0.16,0.0118,,,3.074,32.2969,4.6169,13.3,769.0,5248.0,4.56,True,nexsci
Kepler-917 b,,,,0.17,0.0136,,,3.067,2.9704,2.2161,14.0,1027.0,5418.0,4.58,True,nexsci
Kepler-918 b,,,,0.15,0.0116,,,3.078,4.8539,2.7989,13.6,1245.0,6028.0,4.37,True,nexsci
Kepler-919 b,,,,0.2,0.0179,,,3.041,11.046,4.799,13.3,1219.0,6113.0,4.33,True,nexsci
Kepler-91 b,0.104,0.03,0.013,1.37,0.81,2422.0,2037.0,3.031,6.2466,11.1761,10.1,1344.56,4550.0,2.95,True,nexsci
Kepler-920 b,,,,0.22,0.0203,,,3.033,6.5319,3.1164,13.5,926.0,5403.0,4.54,True,nexsci
Kepler-920 c,,,,0.34,0.0436,,,2.973,100.8274,8.281,13.5,926.0,5403.0,4.54,True,nexsci
Kepler-921 b,,,,0.26,0.0271,,,3.011,51.3006,6.9871,13.2,847.0,5663.0,4.5,True,nexsci
Kepler-922 b,,,,0.13,0.00819,,,3.1,0.9385,1.271,12.2,558.0,5671.0,4.48,True,nexsci
Kepler-923 b,,,,0.12,0.0078,,,3.106,6.9337,4.3219,12.7,966.0,5988.0,4.28,True,nexsci
Kepler-924 b,,,,0.27,0.0303,,,3.0,61.037,8.851,12.7,995.0,6167.0,4.32,True,nexsci
Kepler-925 b,,,,0.21,0.0191,,,3.035,33.8679,3.6821,13.3,623.0,4673.0,4.62,True,nexsci
Kepler-926 b,,,,0.21,0.0187,,,3.038,52.0689,3.0436,12.7,771.0,5806.0,4.43,True,nexsci
Kepler-927 b,,,,0.15,0.0113,,,3.078,9.115,4.4852,13.0,879.0,5743.0,4.45,True,nexsci
Kepler-928 b,,,,0.14,0.00993,,,3.087,3.9325,2.1982,12.9,532.0,4700.0,4.62,True,nexsci
Kepler-929 b,,,,0.1,0.00444,,,3.05,0.921,2.5345,12.8,820.0,5869.0,4.42,True,nexsci
Kepler-92 b,,,,0.31,0.202,,,3.708,13.749,6.0538,10.4,484.62,5883.0,4.14,True,nexsci
Kepler-92 c,,,,0.23,0.019,,,2.942,26.723,8.5096,10.4,484.62,5883.0,4.14,True,nexsci
Kepler-92 d,,,,0.18,0.0155,,,3.055,49.3568,10.9159,10.4,484.62,5883.0,4.14,True,nexsci
Kepler-930 b,,,,0.19,0.0163,,,3.049,71.4518,6.024,12.3,905.0,6335.0,4.24,True,nexsci
Kepler-931 b,,,,0.12,0.00733,,,3.108,8.0376,2.7866,12.4,490.0,5241.0,4.55,True,nexsci
Kepler-932 b,,,,0.12,0.00771,,,3.109,1.9214,1.7519,12.2,478.0,5331.0,4.54,True,nexsci
Kepler-933 b,,,,0.22,0.0208,,,3.031,14.2044,3.979,13.6,922.0,5346.0,4.54,True,nexsci
Kepler-934 b,,,,0.19,0.0158,,,3.054,55.6738,3.805,13.0,603.0,5001.0,4.59,True,nexsci
Kepler-935 b,,,,0.12,0.00752,,,3.112,4.8808,2.5102,12.6,482.0,4830.0,4.61,True,nexsci
Kepler-936 b,,,,0.13,0.00849,,,3.102,10.5613,2.759,12.8,687.0,5482.0,4.51,True,nexsci
Kepler-937 b,,,,0.33,0.042,,,2.975,67.6688,9.623,13.7,1482.0,6095.0,4.32,True,nexsci
Kepler-937 c,,,,0.24,0.0239,,,3.019,153.3434,10.715,13.7,1482.0,6095.0,4.32,True,nexsci
Kepler-938 b,,,,0.2,0.0175,,,3.044,52.6298,5.964,13.3,861.0,5533.0,4.51,True,nexsci
Kepler-939 b,,,,0.16,0.0117,,,3.076,14.8783,7.5041,13.8,1029.0,5471.0,4.54,True,nexsci
Kepler-93 b,0.002,0.004,0.032,0.14,0.01,1398.0,1175.0,3.102,4.7267,2.8898,8.4,96.18,5669.0,4.47,True,nexsci
Kepler-940 b,,,,0.3,0.035,,,2.99,59.6225,6.425,14.0,1317.0,5769.0,4.47,True,nexsci
Kepler-941 b,,,,0.28,0.0305,,,3.0,17.424,4.873,13.9,1105.0,5539.0,4.53,True,nexsci
Kepler-942 b,,,,0.19,0.0163,,,3.049,44.9642,5.0412,10.8,218.0,4861.0,4.59,True,nexsci
Kepler-943 b,,,,0.53,0.0928,,,2.915,49.7701,10.085,14.0,1239.0,5612.0,4.5,True,nexsci
Kepler-944 b,,,,0.23,0.0233,,,3.019,43.3168,5.065,13.9,1035.0,5409.0,4.54,True,nexsci
Kepler-945 b,,,,0.23,0.0233,,,3.019,31.0034,5.2039,14.3,1543.0,5718.0,4.46,True,nexsci
Kepler-946 b,,,,0.17,0.0138,,,3.063,11.7916,3.007,13.3,918.0,5665.0,4.47,True,nexsci
Kepler-947 b,,,,0.2,0.0183,,,3.042,26.9644,3.949,14.0,1188.0,5508.0,4.52,True,nexsci
Kepler-948 b,,,,0.17,0.0128,,,3.066,7.7685,4.385,13.2,884.0,5679.0,4.47,True,nexsci
Kepler-949 b,,,,0.26,0.0277,,,3.007,8.6893,2.5913,12.5,572.0,5403.0,4.53,True,nexsci
Kepler-94 b,0.004,0.008,0.037,0.31,0.034,1356.0,1140.0,2.935,2.5081,1.0724,10.6,192.97,4781.0,4.59,True,nexsci
Kepler-950 b,,,,0.8,0.188,,,2.861,98.718,6.4184,14.1,1489.0,5857.0,4.44,True,nexsci
Kepler-951 b,,,,0.5,0.0839,,,2.922,71.5253,5.9273,12.3,408.0,4834.0,4.6,True,nexsci
Kepler-952 b,,,,0.68,0.143,,,2.882,130.3547,6.3821,13.7,1167.0,5730.0,4.45,True,nexsci
Kepler-953 b,,,,0.38,0.0519,,,2.959,88.4066,12.3073,10.3,240.0,5416.0,4.42,True,nexsci
Kepler-953 c,,,,0.11,0.0057,,,3.099,9.1097,5.3021,10.3,240.0,5416.0,4.42,True,nexsci
Kepler-954 b,,,,0.21,0.0189,,,3.039,16.7818,3.7533,10.8,224.0,4990.0,4.59,True,nexsci
Kepler-955 b,,,,0.28,0.0313,,,2.999,14.5324,3.1732,12.8,637.0,5350.0,4.54,True,nexsci
Kepler-956 b,,,,0.27,0.0292,,,3.003,5.2487,1.8418,12.0,631.0,6040.0,4.36,True,nexsci
Kepler-957 b,,,,0.49,0.0816,,,2.924,5.9074,1.0864,13.5,749.0,4963.0,4.6,True,nexsci
Kepler-958 b,,,,0.18,0.0154,,,3.052,9.7679,1.9474,12.0,467.0,5421.0,4.53,True,nexsci
Kepler-959 b,,,,0.39,0.0555,,,2.954,14.8007,5.6698,11.5,1003.0,7005.0,4.04,True,nexsci
Kepler-95 b,,,,0.3,0.041,,,3.038,11.5231,3.8853,10.8,451.38,5699.0,4.17,True,nexsci
Kepler-960 b,,,,0.2,0.0184,,,3.04,3.1269,1.1975,11.6,298.0,4755.0,4.61,True,nexsci
Kepler-961 b,,,,0.23,0.0221,,,3.027,16.8773,3.7835,12.5,607.0,5582.0,4.51,True,nexsci
Kepler-962 b,,,,0.18,0.0143,,,3.059,12.0571,2.2598,11.9,439.0,5478.0,4.54,True,nexsci
Kepler-963 b,,,,0.24,0.0238,,,3.021,9.9768,3.419,13.2,786.0,5461.0,4.52,True,nexsci
Kepler-964 b,,,,0.19,0.0162,,,3.051,13.5225,3.8931,12.1,478.0,5427.0,4.55,True,nexsci
Kepler-965 b,,,,0.3,0.0357,,,2.987,134.2527,9.1051,11.9,618.0,5886.0,4.33,True,nexsci
Kepler-966 b,,,,0.37,0.0502,,,2.963,99.7476,6.744,12.7,773.0,5840.0,4.43,True,nexsci
Kepler-967 b,,,,0.21,0.0193,,,3.035,13.2271,3.2928,12.4,499.0,5178.0,4.56,True,nexsci
Kepler-967 c,,,,0.33,0.0407,,,2.977,198.7113,8.5374,12.4,499.0,5178.0,4.56,True,nexsci
Kepler-968 b,,,,0.18,0.0147,,,3.061,3.693,1.7291,11.8,312.0,4598.0,4.63,True,nexsci
Kepler-968 c,,,,0.15,0.011,,,3.078,5.7094,1.5769,11.8,312.0,4598.0,4.63,True,nexsci
Kepler-969 b,,,,0.18,0.0155,,,3.05,34.1732,4.4751,11.9,411.0,5214.0,4.57,True,nexsci
Kepler-969 c,,,,0.09,0.00295,,,2.975,1.6829,1.8737,11.9,411.0,5214.0,4.57,True,nexsci
Kepler-96 b,,,,0.24,0.027,,,3.072,16.2385,3.817,8.9,123.32,5690.0,4.42,True,nexsci
Kepler-970 b,,,,0.25,0.0255,,,3.015,16.7365,1.9947,12.2,350.0,4511.0,4.64,True,nexsci
Kepler-971 b,,,,0.19,0.0163,,,3.049,9.5907,3.4847,11.4,345.0,5431.0,4.54,True,nexsci
Kepler-972 b,,,,0.41,0.0614,,,2.946,7.0393,3.4481,13.4,1304.0,6146.0,4.33,True,nexsci
Kepler-973 b,,,,0.17,0.0142,,,3.06,49.6077,2.8424,11.3,297.0,5213.0,4.58,True,nexsci
Kepler-974 b,,,,0.14,0.00972,,,3.09,4.1945,1.8482,11.1,121.0,3687.0,4.76,True,nexsci
Kepler-975 b,,,,0.13,0.00879,,,3.097,1.9703,1.7381,12.2,404.0,4897.0,4.59,True,nexsci
Kepler-976 b,,,,0.35,0.0467,,,2.968,105.9564,6.9859,13.9,1020.0,5232.0,4.55,True,nexsci
Kepler-977 b,,,,0.23,0.0232,,,3.021,26.8533,4.5063,12.9,664.0,5315.0,4.55,True,nexsci
Kepler-978 b,,,,0.27,0.029,,,3.004,49.6222,7.093,12.0,624.0,6002.0,4.38,True,nexsci
Kepler-979 b,,,,0.24,0.0247,,,3.016,8.088,1.7768,12.7,606.0,5310.0,4.54,True,nexsci
Kepler-97 b,,,,0.13,0.011,,,3.194,2.5866,2.3035,11.3,405.58,5779.0,4.43,True,nexsci
Kepler-980 b,,,,0.24,0.0239,,,3.019,11.551,3.714,12.7,804.0,5935.0,4.41,True,nexsci
Kepler-981 b,,,,0.21,0.0187,,,3.038,4.4698,1.8062,13.2,913.0,5718.0,4.47,True,nexsci
Kepler-982 b,,,,0.2,0.0179,,,3.041,15.7738,4.9443,11.9,702.0,6139.0,4.28,True,nexsci
Kepler-983 b,,,,0.21,0.0194,,,3.033,60.0855,6.929,12.2,655.0,6052.0,4.42,True,nexsci
Kepler-984 b,,,,0.19,0.0162,,,3.051,43.0342,6.0726,11.8,461.0,5610.0,4.49,True,nexsci
Kepler-985 b,,,,0.27,0.0288,,,3.004,116.3319,6.865,13.0,741.0,5434.0,4.54,True,nexsci
Kepler-986 b,,,,0.21,0.0194,,,3.033,56.435,4.7029,12.1,563.0,5642.0,4.43,True,nexsci
Kepler-987 b,,,,0.29,0.0336,,,2.993,105.3033,6.12,13.4,936.0,5637.0,4.51,True,nexsci
Kepler-988 b,,,,0.18,0.0155,,,3.05,17.7608,1.686,12.3,248.0,4005.0,4.73,True,nexsci
Kepler-989 b,,,,0.2,0.0174,,,3.046,7.9643,1.4981,12.4,484.0,5074.0,4.58,True,nexsci
Kepler-98 b,,,,0.18,0.011,,,2.935,1.5417,1.9874,11.3,353.87,5539.0,4.34,True,nexsci
Kepler-990 b,,,,0.23,0.0229,,,3.023,9.9172,3.2597,12.9,933.0,5948.0,4.39,True,nexsci
Kepler-990 c,,,,0.14,0.0093,,,3.096,0.5384,1.4801,12.9,933.0,5948.0,4.39,True,nexsci
Kepler-991 b,,,,0.23,0.022,,,3.025,82.5343,4.8336,12.6,370.0,4392.0,4.67,True,nexsci
Kepler-992 b,,,,0.14,0.0102,,,3.08,20.1603,3.8215,11.3,268.0,4944.0,4.6,True,nexsci
Kepler-993 b,,,,0.27,0.0287,,,3.006,22.0856,2.1619,12.7,298.0,3843.0,4.72,True,nexsci
Kepler-994 b,,,,0.14,0.01,,,3.084,1.1512,1.1881,11.5,170.0,3934.0,4.72,True,nexsci
Kepler-995 b,,,,0.24,0.0244,,,3.018,28.2673,4.5693,13.0,659.0,5206.0,4.57,True,nexsci
Kepler-996 b,,,,0.18,0.0144,,,3.057,3.7706,2.0254,13.2,1098.0,6014.0,4.36,True,nexsci
Kepler-997 b,,,,0.12,0.00761,,,3.11,2.7073,3.4623,10.6,470.0,6150.0,4.14,True,nexsci
Kepler-998 b,,,,0.21,0.0189,,,3.039,5.6538,1.9612,12.9,996.0,6058.0,4.34,True,nexsci
Kepler-999 b,,,,0.21,0.0191,,,3.035,5.9919,1.6219,10.9,568.0,6237.0,4.11,True,nexsci
Kepler-99 b,,,,0.13,0.019,,,3.432,4.6036,2.4525,10.8,209.63,4782.0,4.61,True,nexsci
Kepler-9 b,0.0,0.005,0.041,0.74,0.13655,858.0,721.0,2.791,19.2389,3.8225,12.3,614.0,5774.0,4.49,True,nexsci
Kepler-9 c,0.0,0.002,0.045,0.72,0.09408,681.0,573.0,2.652,38.9853,4.109,12.3,614.0,5774.0,4.49,True,nexsci
Kepler-9 d,0.002,0.001,0.007,0.15,0.0105,1963.0,1651.0,3.087,1.5929,1.9704,12.3,614.0,5774.0,4.49,True,nexsci
KOI-1257 b,0.0,0.001,0.003,0.94,1.45,544.0,458.0,3.609,86.6477,4.2624,12.7,900.0,5520.0,4.32,True,nexsci
KIC 10525077 b,,,,0.49,0.0816,,,2.924,854.083,,13.8,1525.31,6091.0,4.42,True,nexsci
KIC 3558849 b,,,,0.62,0.12,,,2.894,1322.3,,12.8,1258.75,6175.0,4.44,True,nexsci
KIC 5437945 b,,,,0.57,0.106,,,2.906,440.7813,21.2681,12.4,1322.48,6340.0,4.16,True,nexsci
KIC 5951458 b,,,,0.59,0.111,,,2.899,1320.1,,11.3,758.78,6258.0,4.08,True,nexsci
KIC 8540376 b,,,,0.37,0.0496,,,2.963,31.8099,,13.0,1106.37,6474.0,4.31,True,nexsci
KIC 8540376 c,,,,0.21,0.02,,,3.034,75.2,,13.0,1106.37,6474.0,4.31,True,nexsci
KIC 9663113 b,,,,0.41,0.0603,,,2.949,572.3847,,12.5,1670.88,6065.0,4.42,True,nexsci
KOI-12 b,0.006,0.046,0.052,1.23,1.1,1118.0,940.0,3.256,17.8552,7.4294,10.2,403.99,6466.0,4.34,True,nexsci
KOI-13 b,0.971,0.265,0.019,1.51,9.28,3033.0,2550.0,4.003,1.7636,3.1814,9.4,415.0,7650.0,4.2,True,nexsci
KOI-142 b,,,,0.34,0.027,,,2.77,10.9542,3.2808,11.5,339.0,5471.0,4.53,True,nexsci
KOI-351 b,0.0,0.0,0.003,0.12,0.00714,1404.0,1181.0,3.112,7.0082,3.9912,12.5,780.0,6080.0,4.4,True,nexsci
KOI-351 c,0.0,0.0,0.003,0.11,0.0057,1280.0,1077.0,3.099,8.7194,4.4112,12.5,780.0,6080.0,4.4,True,nexsci
KOI-351 d,0.0,0.0,0.006,0.26,0.0271,675.0,568.0,3.011,59.7367,8.4,12.5,780.0,6080.0,4.4,True,nexsci
KOI-351 e,0.0,0.0,0.005,0.24,0.0238,589.0,496.0,3.021,91.9391,9.7104,12.5,780.0,6080.0,4.4,True,nexsci
KOI-351 f,0.0,0.0,0.006,0.26,0.0272,551.0,464.0,3.009,124.9144,10.9392,12.5,780.0,6080.0,4.4,True,nexsci
KOI-351 g,0.0,0.0,0.004,0.72,0.8,453.0,381.0,3.579,210.607,12.5928,12.5,780.0,6080.0,4.4,True,nexsci
KOI-351 h,0.0,0.0,0.006,1.01,1.2,380.0,320.0,3.466,331.6006,14.736,12.5,780.0,6080.0,4.4,True,nexsci
Kepler-90 i,0.0,0.0,0.001,0.12,0.00724,,709.0,3.11,14.4491,2.8,12.5,780.0,6080.0,4.4,True,nexsci
KOI-94 b,0.002,0.001,0.003,0.15,0.033,1932.0,1624.0,3.543,3.7432,3.7301,10.9,483.65,6182.0,4.18,True,nexsci
KOI-94 c,0.002,0.004,0.023,0.39,0.049,1373.0,1155.0,2.913,10.4236,5.2291,10.9,483.65,6182.0,4.18,True,nexsci
KOI-94 d,0.002,0.016,0.053,1.0,0.334,1065.0,896.0,2.914,22.343,6.686,10.9,483.65,6182.0,4.18,True,nexsci
KOI-94 e,0.0,0.002,0.026,0.58,0.11,792.0,666.0,2.901,54.3203,8.4652,10.9,483.65,6182.0,4.18,True,nexsci
KPS-1 b,0.112,0.098,0.039,1.03,1.09,1723.0,1449.0,3.406,1.7063,1.68,10.9,264.69,5165.0,4.47,True,nexsci
LHS 1140 b,,,,0.15,0.02196,276.0,232.0,3.361,24.737,,8.8,14.99,3216.0,,True,nexsci
Lupus-TR-3 b,,,,0.89,0.81,1205.0,1014.0,3.404,3.9141,,15.1,2000.0,5000.0,,True,nexsci
MASCARA-1 b,1.636,0.445,0.079,1.5,3.7,3027.0,2546.0,3.61,2.1488,4.05,7.7,188.7,7554.0,4.0,True,nexsci
NGTS-1 b,0.005,0.069,0.085,1.33,0.812,939.0,790.0,3.056,2.6473,1.23,11.9,224.0,3916.0,4.71,True,nexsci
NGTS-2 b,0.247,0.177,0.192,1.59,0.74,1930.0,1623.0,2.858,4.5112,4.651,9.8,360.3,6478.0,4.2,True,nexsci
NGTS-3 A b,0.22,0.12,0.03,1.48,2.38,2042.0,1717.0,3.43,1.6754,2.3,12.8,1010.0,5600.0,,True,nexsci
OGLE-TR-056 b,0.117,0.064,,1.36,1.39,2084.0,1753.0,3.268,1.2119,2.2032,,282.84,6050.0,4.09,True,nexsci
OGLE-TR-10 b,0.034,0.03,,1.25,0.62,1772.0,1490.0,2.993,3.1013,3.072,,1386.23,5950.0,4.18,True,nexsci
OGLE-TR-111 b,0.004,0.015,,1.02,0.55,1211.0,1018.0,3.118,4.0144,2.67,,1096.98,5040.0,4.54,True,nexsci
OGLE-TR-132 b,0.052,0.021,,1.2,1.18,2349.0,1975.0,3.308,1.6899,2.2742,,2500.0,6210.0,4.31,True,nexsci
OGLE-TR-113 b,,,,1.09,1.26,1593.0,1340.0,3.417,1.4325,,,600.0,4790.0,4.55,True,nexsci
OGLE-TR-182 b,,,,1.13,1.01,1606.0,1351.0,3.292,3.9791,,14.7,2669.56,5924.0,4.14,True,nexsci
PH1 b,,,,0.55,0.531,598.0,503.0,3.637,138.317,,12.4,1000.0,6407.0,4.14,True,nexsci
PH2 b,0.0,0.0,0.0,0.9,80.0,355.0,298.0,5.386,282.5255,10.8101,11.1,347.27,5629.0,4.41,True,nexsci
POTS-1 b,,,,0.94,2.31,1003.0,843.0,3.811,3.1606,,14.2,1200.0,4400.0,4.63,True,nexsci
Qatar-1 b,0.212,0.196,0.072,1.14,1.294,1684.0,1416.0,3.39,1.42,1.661,10.4,186.61,5013.0,4.55,True,nexsci
Qatar-2 b,0.228,0.234,0.047,1.25,2.494,1603.0,1348.0,3.595,1.3371,1.8098,10.6,182.32,4645.0,4.53,True,nexsci
Qatar-3 b,0.122,0.075,0.008,1.1,4.31,1996.0,1678.0,3.949,2.5079,3.1104,11.2,750.99,6007.0,4.29,True,nexsci
Qatar-4 b,0.102,0.105,0.009,1.14,6.1,1647.0,1385.0,4.07,1.8054,2.1384,11.5,332.17,5215.0,4.53,True,nexsci
Qatar-5 b,0.084,0.087,0.011,1.11,4.32,1686.0,1418.0,3.941,2.8792,2.9088,11.0,371.39,5747.0,4.43,True,nexsci
TRAPPIST-1 b,0.0,0.001,0.173,0.1,0.00267,482.0,406.0,2.847,1.5109,0.6067,10.3,12.43,2559.0,,True,nexsci
TRAPPIST-1 c,0.0,0.0,0.089,0.09,0.00434,412.0,347.0,3.085,2.4218,0.7062,10.3,12.43,2559.0,,True,nexsci
TRAPPIST-1 d,0.0,0.0,0.108,0.07,0.00129,347.0,292.0,2.827,4.0496,0.8188,10.3,12.43,2559.0,,True,nexsci
TRAPPIST-1 e,0.0,0.0,0.113,0.08,0.00195,303.0,255.0,2.857,6.0996,0.9535,10.3,12.43,2559.0,,True,nexsci
TRAPPIST-1 f,0.0,0.0,0.136,0.09,0.00214,264.0,222.0,2.788,9.2067,1.043,10.3,12.43,2559.0,,True,nexsci
TRAPPIST-1 g,0.0,0.0,0.084,0.1,0.00422,239.0,201.0,3.011,12.3529,1.14,10.3,12.43,2559.0,,True,nexsci
TRAPPIST-1 h,0.0,0.0,0.084,0.07,0.0011,203.0,170.0,2.783,18.767,1.26,10.3,12.43,2559.0,,True,nexsci
TrES-1 b,0.083,0.171,0.127,1.13,0.84,1396.0,1174.0,3.212,3.0301,2.508,9.8,160.39,5230.0,4.57,True,nexsci
TrES-2 b,0.266,0.192,0.08,1.36,1.49,1881.0,1582.0,3.3,2.4706,1.7426,9.8,216.66,5850.0,4.43,True,nexsci
TrES-3 b,0.38,0.237,0.069,1.34,1.91,1954.0,1643.0,3.424,1.3062,1.3656,10.6,228.0,5650.0,4.57,True,nexsci
TrES-4 b,0.257,0.153,0.144,1.61,0.78,2032.0,1708.0,2.873,3.5539,3.658,10.3,523.7,6200.0,4.06,True,nexsci
TrES-5 b,,,,1.19,1.79,1764.0,1483.0,3.493,1.4822,,11.6,364.1,5171.0,4.52,True,nexsci
WASP-100 b,0.401,0.181,0.089,1.33,1.26,2318.0,1949.0,3.247,2.8494,3.84,9.7,368.28,6900.0,4.35,True,nexsci
WASP-101 b,0.306,0.243,0.348,1.43,0.51,1862.0,1566.0,2.791,3.5857,2.712,9.1,202.39,6380.0,4.31,True,nexsci
