Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
Kepler-245 b,0.0,0.001,0.006,0.23,0.0224,982.0,826.0,3.025,7.4902,2.7576,13.6,882.65,5100.0,4.56,True,nexsci
Kepler-245 c,0.0,0.0,0.0,0.19,0.71,743.0,625.0,4.67,17.4608,2.2561,13.6,882.65,5100.0,4.56,True,nexsci
Kepler-245 d,0.0,0.0,0.002,0.27,0.068,582.0,489.0,3.364,36.2771,4.6701,13.6,882.65,5100.0,4.56,True,nexsci
Kepler-245 e,,,,0.16,0.0117,,,3.076,3.2198,2.1157,13.6,882.65,5100.0,4.56,True,nexsci
Kepler-246 b,0.0,0.001,0.007,0.21,0.0191,1193.0,1003.0,3.035,4.6018,2.2537,13.0,637.44,5206.0,4.56,True,nexsci
Kepler-246 c,0.0,0.0,0.003,0.13,0.00899,882.0,742.0,3.094,11.1872,3.2069,13.0,637.44,5206.0,4.56,True,nexsci
Kepler-247 b,0.0,0.001,0.005,0.15,0.0105,1252.0,1053.0,3.087,3.3362,2.076,13.1,676.38,5100.0,4.61,True,nexsci
Kepler-247 c,0.0,0.002,0.014,0.36,0.0494,885.0,745.0,2.963,9.4395,2.8968,13.1,676.38,5100.0,4.61,True,nexsci
Kepler-247 d,0.0,0.001,0.01,0.35,0.0463,686.0,577.0,2.967,20.4779,3.0672,13.1,676.38,5100.0,4.61,True,nexsci
Kepler-248 b,0.0,0.001,0.008,0.27,0.0295,1055.0,888.0,3.005,6.3082,3.0266,13.4,754.65,5190.0,4.57,True,nexsci
Kepler-248 c,0.0,0.001,0.01,0.36,0.049,773.0,650.0,2.965,16.2395,4.0503,13.4,754.65,5190.0,4.57,True,nexsci
Kepler-249 b,0.0,0.0,0.009,0.1,0.00416,758.0,637.0,3.04,3.3065,1.8304,12.0,191.44,3568.0,4.78,True,nexsci
Kepler-249 c,0.0,0.0,0.009,0.14,0.00909,589.0,495.0,3.092,7.1137,2.1518,12.0,191.44,3568.0,4.78,True,nexsci
Kepler-249 d,0.0,0.0,0.008,0.14,0.00972,455.0,383.0,3.09,15.3685,2.4837,12.0,191.44,3568.0,4.78,True,nexsci
Kepler-24 b,0.0,0.001,0.0,0.21,1.6,1358.0,1142.0,4.938,8.1453,4.776,13.4,1195.99,5897.0,4.2,True,nexsci
Kepler-24 c,0.0,0.001,0.0,0.25,1.6,1180.0,992.0,4.802,12.3335,6.487,13.4,1195.99,5897.0,4.2,True,nexsci
Kepler-24 d,0.0,0.0,0.003,0.15,0.0108,1701.0,1430.0,3.081,4.2444,3.018,13.4,1195.99,5897.0,4.2,True,nexsci
Kepler-24 e,0.0,0.0,0.003,0.25,0.0256,1034.0,869.0,3.014,18.9984,2.945,13.4,1195.99,5897.0,4.2,True,nexsci
Kepler-250 b,0.0,0.0,0.003,0.1,0.00474,1216.0,1022.0,3.061,4.1481,2.459,13.5,777.31,5160.0,4.57,True,nexsci
Kepler-250 c,0.0,0.0,0.005,0.2,0.0183,1014.0,853.0,3.042,7.1568,2.5918,13.5,777.31,5160.0,4.57,True,nexsci
Kepler-250 d,0.0,0.0,0.003,0.19,0.017,747.0,628.0,3.049,17.6483,2.0201,13.5,777.31,5160.0,4.57,True,nexsci
Kepler-251 b,0.0,0.0,0.003,0.12,0.00733,1299.0,1092.0,3.108,4.7909,2.7139,13.6,948.98,5526.0,4.49,True,nexsci
Kepler-251 c,0.0,0.0,0.005,0.25,0.0255,856.0,720.0,3.015,16.514,4.1189,13.6,948.98,5526.0,4.49,True,nexsci
Kepler-251 d,0.0,0.0,0.005,0.25,0.0255,701.0,589.0,3.015,30.133,4.92,13.6,948.98,5526.0,4.49,True,nexsci
Kepler-251 e,0.0,0.0,0.003,0.25,0.0255,470.0,396.0,3.015,99.6402,4.439,13.6,948.98,5526.0,4.49,True,nexsci
Kepler-252 b,0.0,0.0,0.005,0.11,0.00642,743.0,625.0,3.119,6.6684,1.9121,12.5,383.59,4208.0,4.72,True,nexsci
Kepler-252 c,0.0,0.0,0.011,0.19,0.0166,633.0,532.0,3.048,10.8485,2.976,12.5,383.59,4208.0,4.72,True,nexsci
Kepler-253 b,0.0,0.0,0.004,0.14,0.0104,1238.0,1041.0,3.089,3.784,1.9535,13.5,858.93,5208.0,4.59,True,nexsci
Kepler-253 c,0.0,0.001,0.006,0.24,0.0236,890.0,748.0,3.021,10.282,3.4675,13.5,858.93,5208.0,4.59,True,nexsci
Kepler-253 d,0.0,0.0,0.008,0.28,0.032,736.0,619.0,2.996,18.1199,4.2774,13.5,858.93,5208.0,4.59,True,nexsci
Kepler-254 b,0.0,0.001,0.008,0.34,0.0449,1288.0,1083.0,2.971,5.8267,2.9178,14.3,1446.45,5957.0,4.52,True,nexsci
Kepler-254 c,0.0,0.0,0.005,0.19,0.01,1006.0,846.0,2.828,12.4122,3.5105,14.3,1446.45,5957.0,4.52,True,nexsci
Kepler-254 d,0.0,0.0,0.003,0.22,0.0214,874.0,735.0,3.028,18.7465,3.9312,14.3,1446.45,5957.0,4.52,True,nexsci
Kepler-255 b,0.0,0.0,0.002,0.14,0.00951,1228.0,1033.0,3.093,5.7146,2.4041,13.7,1084.5,5573.0,4.52,True,nexsci
Kepler-255 c,0.0,0.001,0.006,0.27,0.029,1016.0,854.0,3.004,9.946,3.4563,13.7,1084.5,5573.0,4.52,True,nexsci
Kepler-255 d,,,,0.12,0.00724,,,3.11,1.0456,1.8269,13.7,1084.5,5573.0,4.52,True,nexsci
Kepler-256 b,0.001,0.0,0.003,0.14,0.00993,2209.0,1857.0,3.087,1.6205,2.2166,13.4,1057.36,5551.0,4.22,True,nexsci
Kepler-256 c,0.001,0.001,0.003,0.19,0.0166,1711.0,1439.0,3.048,3.388,2.6784,13.4,1057.36,5551.0,4.22,True,nexsci
Kepler-256 d,0.0,0.001,0.004,0.22,0.0211,1435.0,1206.0,3.03,5.8392,3.1421,13.4,1057.36,5551.0,4.22,True,nexsci
Kepler-256 e,0.0,0.0,0.003,0.21,0.0193,1171.0,985.0,3.035,10.6816,3.5715,13.4,1057.36,5551.0,4.22,True,nexsci
Kepler-257 b,0.001,0.001,0.005,0.23,0.023,1643.0,1381.0,3.021,2.3827,1.812,13.4,797.75,5180.0,4.36,True,nexsci
Kepler-257 c,0.001,0.003,0.013,0.48,0.0794,1179.0,992.0,2.926,6.5815,3.1294,13.4,797.75,5180.0,4.36,True,nexsci
Kepler-257 d,0.0,0.001,0.007,0.44,0.0683,757.0,637.0,2.938,24.6646,2.6544,13.4,797.75,5180.0,4.36,True,nexsci
Kepler-258 b,0.0,0.001,0.01,0.36,0.0488,847.0,712.0,2.965,13.1972,3.4176,13.0,585.6,4942.0,4.44,True,nexsci
Kepler-258 c,0.0,0.0,0.007,0.32,0.0399,619.0,520.0,2.979,33.6531,4.1256,13.0,585.6,4942.0,4.44,True,nexsci
Kepler-259 b,0.0,0.001,0.006,0.25,0.0259,1149.0,966.0,3.012,8.1153,2.8929,13.6,1031.58,5938.0,4.53,True,nexsci
Kepler-259 c,0.0,0.0,0.005,0.24,0.0244,693.0,583.0,3.018,36.9249,4.7139,13.6,1031.58,5938.0,4.53,True,nexsci
Kepler-25 b,0.003,0.005,0.026,0.24,0.0275,1578.0,1327.0,3.055,6.2383,3.5439,9.5,244.96,6270.0,4.28,True,nexsci
Kepler-25 c,0.002,0.009,0.072,0.47,0.0479,1241.0,1043.0,2.74,12.7207,2.862,9.5,244.96,6270.0,4.28,True,nexsci
Kepler-260 b,0.0,0.001,0.007,0.18,0.0148,1019.0,857.0,3.059,8.1874,3.0264,12.5,638.85,5250.0,4.49,True,nexsci
Kepler-260 c,0.0,0.0,0.004,0.15,0.0116,485.0,407.0,3.078,76.0502,6.8256,12.5,638.85,5250.0,4.49,True,nexsci
Kepler-261 b,0.0,0.001,0.011,0.19,0.017,876.0,737.0,3.049,10.3812,2.76,11.6,320.43,5098.0,4.56,True,nexsci
Kepler-261 c,0.0,0.0,0.007,0.18,0.0147,658.0,553.0,3.061,24.5709,2.7576,11.6,320.43,5098.0,4.56,True,nexsci
Kepler-262 b,0.0,0.0,0.003,0.12,0.00761,956.0,804.0,3.11,13.0609,3.2141,12.7,624.08,5841.0,4.54,True,nexsci
Kepler-262 c,0.0,0.0,0.004,0.15,0.0105,806.0,678.0,3.087,21.8537,3.342,12.7,624.08,5841.0,4.54,True,nexsci
Kepler-263 b,0.0,0.0,0.006,0.24,0.0239,775.0,651.0,3.019,16.5681,4.1424,13.5,771.09,5265.0,4.58,True,nexsci
Kepler-263 c,0.0,0.0,0.003,0.22,0.021,546.0,459.0,3.032,47.3328,2.819,13.5,771.09,5265.0,4.58,True,nexsci
Kepler-264 b,0.0,0.001,0.011,0.3,0.0348,881.0,741.0,2.99,40.8062,13.459,11.6,968.15,6158.0,4.15,True,nexsci
Kepler-264 c,0.0,0.0,0.007,0.25,0.0264,584.0,491.0,3.013,140.1013,17.9328,11.6,968.15,6158.0,4.15,True,nexsci
Kepler-265 b,0.0,0.0,0.003,0.17,0.013,1336.0,1123.0,3.068,6.8463,3.6139,13.9,1328.21,5835.0,4.33,True,nexsci
Kepler-265 c,0.0,0.0,0.004,0.23,0.0233,985.0,828.0,3.019,17.0289,4.686,13.9,1328.21,5835.0,4.33,True,nexsci
Kepler-265 d,0.0,0.0,0.002,0.22,0.0213,722.0,607.0,3.03,43.1306,3.0329,13.9,1328.21,5835.0,4.33,True,nexsci
Kepler-265 e,0.0,0.0,0.003,0.23,0.0227,621.0,522.0,3.023,67.831,7.206,13.9,1328.21,5835.0,4.33,True,nexsci
Kepler-266 b,0.0,0.001,0.005,0.22,0.0211,1285.0,1081.0,3.03,6.6183,3.7047,13.8,1425.27,5885.0,4.45,True,nexsci
Kepler-266 c,0.0,0.0,0.005,0.35,0.0453,507.0,426.0,2.97,107.7236,8.112,13.8,1425.27,5885.0,4.45,True,nexsci
Kepler-267 b,0.0,0.001,0.001,0.18,0.119,950.0,799.0,3.974,3.3537,1.7372,12.5,267.0,4258.0,4.73,True,nexsci
Kepler-267 c,0.0,0.0,0.008,0.19,0.0163,746.0,627.0,3.049,6.8774,1.3512,12.5,267.0,4258.0,4.73,True,nexsci
Kepler-267 d,0.0,0.0,0.008,0.2,0.0182,466.0,392.0,3.039,28.4645,2.7539,12.5,267.0,4258.0,4.73,True,nexsci
Kepler-268 b,0.0,0.0,0.005,0.23,0.0221,926.0,779.0,3.027,25.9341,4.619,12.4,873.21,6081.0,4.29,True,nexsci
Kepler-268 c,0.0,0.0,0.006,0.3,0.0357,628.0,528.0,2.987,83.4464,7.2192,12.4,873.21,6081.0,4.29,True,nexsci
Kepler-269 b,0.0,0.001,0.005,0.22,0.021,1330.0,1119.0,3.032,5.3267,3.4984,14.0,2418.83,5847.0,4.5,True,nexsci
Kepler-269 c,0.0,0.0,0.003,0.15,0.011,1154.0,971.0,3.078,8.1279,3.9096,14.0,2418.83,5847.0,4.5,True,nexsci
Kepler-26 b,0.0,0.0,0.022,0.25,0.01611,548.0,461.0,2.812,12.28,2.7971,12.6,338.55,3914.0,4.68,True,nexsci
Kepler-26 c,0.0,0.0,0.013,0.24,0.01951,489.0,412.0,2.913,17.2559,2.0966,12.6,338.55,3914.0,4.68,True,nexsci
Kepler-26 d,0.0,0.0,0.006,0.1,0.0039,812.0,683.0,3.03,3.5439,1.9111,12.6,338.55,3914.0,4.68,True,nexsci
Kepler-26 e,0.0,0.0,0.006,0.21,0.0201,342.0,287.0,3.033,46.8279,1.9023,12.6,338.55,3914.0,4.68,True,nexsci
Kepler-270 b,0.0,0.0,0.003,0.18,0.0148,1285.0,1081.0,3.059,11.4761,4.968,12.6,975.46,6067.0,4.2,True,nexsci
Kepler-270 c,0.0,0.0,0.003,0.16,0.0119,991.0,833.0,3.072,25.2629,6.6679,12.6,975.46,6067.0,4.2,True,nexsci
Kepler-271 b,0.0,0.001,0.006,0.11,0.00642,1256.0,1056.0,3.119,10.4355,3.4047,11.7,418.0,5555.0,4.52,True,nexsci
Kepler-271 c,0.0,0.0,0.006,0.09,0.00254,1115.0,938.0,2.94,7.4109,3.2769,11.7,418.0,5555.0,4.52,True,nexsci
Kepler-271 d,,,,0.06,0.00069,,,2.691,5.2497,2.766,11.7,418.0,5555.0,4.52,True,nexsci
Kepler-272 b,0.0,0.001,0.0,0.13,0.245,1503.0,1264.0,4.569,2.9714,2.7157,12.7,912.85,5297.0,4.43,True,nexsci
Kepler-272 c,0.0,0.001,0.0,0.16,0.308,1186.0,997.0,4.475,6.0573,3.7273,12.7,912.85,5297.0,4.43,True,nexsci
Kepler-272 d,0.0,0.0,0.006,0.2,0.0179,971.0,817.0,3.041,10.9373,3.084,12.7,912.85,5297.0,4.43,True,nexsci
Kepler-273 b,0.0,0.001,0.004,0.13,0.00899,1510.0,1269.0,3.094,2.9365,1.771,13.2,728.85,5626.0,4.51,True,nexsci
Kepler-273 c,0.0,0.001,0.006,0.18,0.0144,1075.0,904.0,3.057,8.0149,3.3792,13.2,728.85,5626.0,4.51,True,nexsci
Kepler-274 b,0.0,0.0,0.003,0.14,0.0094,1092.0,918.0,3.094,11.6348,5.382,13.5,1385.51,6023.0,4.44,True,nexsci
Kepler-274 c,0.0,0.0,0.003,0.16,0.0127,769.0,646.0,3.068,33.1979,4.5139,13.5,1385.51,6023.0,4.44,True,nexsci
Kepler-275 b,0.0,0.0,0.003,0.21,0.0191,1327.0,1116.0,3.035,10.3007,4.943,14.0,2155.2,6165.0,4.23,True,nexsci
Kepler-275 c,0.0,0.001,0.004,0.3,0.0357,1143.0,961.0,2.987,16.0881,5.664,14.0,2155.2,6165.0,4.23,True,nexsci
Kepler-275 d,0.0,0.0,0.003,0.3,0.0348,877.0,738.0,2.99,35.6761,7.351,14.0,2155.2,6165.0,4.23,True,nexsci
Kepler-276 b,0.0,0.0,0.004,0.26,0.0271,1040.0,874.0,3.011,14.1284,3.498,13.8,1181.73,6105.0,4.45,True,nexsci
Kepler-276 c,,,,0.26,0.052,,,3.284,31.884,5.099,13.8,1181.73,6105.0,4.45,True,nexsci
Kepler-276 d,,,,0.25,0.051,,,3.306,48.648,4.5629,13.8,1181.73,6105.0,4.45,True,nexsci
Kepler-277 b,,,,0.26,0.275,,,4.0,17.324,8.1691,12.0,1004.88,5946.0,4.08,True,nexsci
Kepler-277 c,,,,0.3,0.202,,,3.745,33.006,7.201,12.0,1004.88,5946.0,4.08,True,nexsci
Kepler-278 b,0.0,0.002,0.01,0.36,0.049,1079.0,907.0,2.965,30.1605,7.788,9.5,448.65,4991.0,3.62,True,nexsci
Kepler-278 c,0.0,0.001,0.008,0.32,0.0396,905.0,761.0,2.982,51.0788,11.316,9.5,448.65,4991.0,3.62,True,nexsci
Kepler-279 b,0.001,0.001,0.007,0.32,0.0401,1442.0,1213.0,2.979,12.3097,5.868,12.5,1069.2,6363.0,4.05,True,nexsci
Kepler-279 c,,,,0.38,0.155,,,3.416,35.736,8.995,12.5,1069.2,6363.0,4.05,True,nexsci
Kepler-279 d,,,,0.28,0.118,,,3.581,54.414,8.5589,12.5,1069.2,6363.0,4.05,True,nexsci
Kepler-27 b,0.0,0.001,0.0,0.36,9.11,692.0,582.0,5.248,15.3348,3.5748,14.1,1075.1,5400.0,5.4,True,nexsci
Kepler-27 c,0.0,0.0,0.0,0.44,13.8,544.0,458.0,5.253,31.3309,5.2279,14.1,1075.1,5400.0,5.4,True,nexsci
Kepler-280 b,0.001,0.001,0.005,0.13,0.00849,1737.0,1461.0,3.102,2.1395,2.0536,12.8,798.21,5744.0,4.54,True,nexsci
Kepler-280 c,0.0,0.0,0.004,0.18,0.0148,1313.0,1104.0,3.059,4.8071,0.8455,12.8,798.21,5744.0,4.54,True,nexsci
Kepler-281 b,0.0,0.0,0.006,0.25,0.0263,910.0,765.0,3.011,14.646,6.2928,14.0,1835.0,5723.0,4.53,True,nexsci
Kepler-281 c,0.0,0.001,0.011,0.47,0.0769,671.0,565.0,2.929,36.3374,7.008,14.0,1835.0,5723.0,4.53,True,nexsci
Kepler-282 b,0.0,0.0,0.003,0.09,0.00317,1064.0,895.0,2.987,9.2205,4.5689,13.7,1390.97,5602.0,4.46,True,nexsci
Kepler-282 c,0.0,0.0,0.002,0.11,0.00588,936.0,787.0,3.105,13.6387,5.449,13.7,1390.97,5602.0,4.46,True,nexsci
Kepler-282 d,,,,0.22,0.192,,,3.997,24.806,6.1513,13.7,1390.97,5602.0,4.46,True,nexsci
Kepler-282 e,,,,0.28,0.177,,,3.757,44.347,6.3991,13.7,1390.97,5602.0,4.46,True,nexsci
Kepler-283 b,0.0,0.0,0.006,0.19,0.0163,658.0,553.0,3.049,11.0082,2.088,13.1,474.33,4351.0,4.72,True,nexsci
Kepler-283 c,0.0,0.0,0.004,0.16,0.0125,323.0,271.0,3.072,92.7437,6.2784,13.1,474.33,4351.0,4.72,True,nexsci
HD 2685 b,,,,1.44,1.17,2044.0,1719.0,3.146,4.1269,,8.6,197.98,6801.0,4.21,True,nexsci
Kepler-284 b,0.0,0.0,0.004,0.2,0.0178,899.0,756.0,3.043,12.6991,2.9216,14.1,1062.79,5615.0,4.58,True,nexsci
Kepler-284 c,0.0,0.0,0.004,0.23,0.023,628.0,528.0,3.021,37.5145,5.352,14.1,1062.79,5615.0,4.58,True,nexsci
Kepler-285 b,0.0,0.0,0.004,0.12,0.00742,1472.0,1238.0,3.106,2.6339,2.0872,13.3,844.17,5411.0,4.58,True,nexsci
Kepler-285 c,0.0,0.0,0.003,0.1,0.00459,1104.0,928.0,3.056,6.1867,2.983,13.3,844.17,5411.0,4.58,True,nexsci
Kepler-286 b,0.0,0.0,0.002,0.11,0.00651,1806.0,1519.0,3.117,1.7963,1.9923,14.1,1266.68,5580.0,4.5,True,nexsci
Kepler-286 c,0.0,0.0,0.002,0.12,0.00771,1448.0,1218.0,3.109,3.4681,2.3659,14.1,1266.68,5580.0,4.5,True,nexsci
Kepler-286 d,0.0,0.0,0.002,0.12,0.00733,1201.0,1010.0,3.108,5.9143,2.6779,14.1,1266.68,5580.0,4.5,True,nexsci
Kepler-286 e,0.0,0.0,0.002,0.16,0.0119,707.0,595.0,3.072,29.2213,3.833,14.1,1266.68,5580.0,4.5,True,nexsci
Kepler-287 b,0.0,0.0,0.003,0.21,0.019,887.0,746.0,3.037,20.3422,2.2305,13.1,856.33,5806.0,4.4,True,nexsci
Kepler-287 c,0.0,0.0,0.005,0.29,0.0336,681.0,573.0,2.993,44.8519,3.5832,13.1,856.33,5806.0,4.4,True,nexsci
Kepler-288 b,0.0,0.0,0.003,0.15,0.0108,1390.0,1169.0,3.081,6.0973,3.216,13.6,1236.21,5918.0,4.35,True,nexsci
Kepler-288 c,0.0,0.0,0.004,0.25,0.0267,947.0,796.0,3.011,19.3058,4.2752,13.6,1236.21,5918.0,4.35,True,nexsci
Kepler-288 d,0.0,0.0,0.003,0.24,0.0239,661.0,556.0,3.019,56.6337,6.0384,13.6,1236.21,5918.0,4.35,True,nexsci
Kepler-289 b,0.0,0.0,0.003,0.19,0.023,750.0,630.0,3.189,34.545,3.1776,12.5,700.0,5990.0,4.47,True,nexsci
Kepler-289 c,0.0,0.001,0.025,1.03,0.42,481.0,404.0,2.988,125.8518,8.0664,12.5,700.0,5990.0,4.47,True,nexsci
Kepler-289 d,0.0,0.0,0.008,0.24,0.013,598.0,503.0,2.751,66.0634,3.5568,12.5,700.0,5990.0,4.47,True,nexsci
Kepler-28 b,0.0,0.002,0.0,0.32,1.51,884.0,744.0,4.56,5.9123,2.4234,12.7,443.92,4590.0,4.29,True,nexsci
Kepler-28 c,0.0,0.001,0.0,0.3,1.36,774.0,651.0,4.565,8.9858,3.0281,12.7,443.92,4590.0,4.29,True,nexsci
Kepler-290 b,0.0,0.0,0.004,0.2,0.0179,766.0,644.0,3.041,14.5893,2.4,13.5,708.55,5147.0,4.62,True,nexsci
Kepler-290 c,0.0,0.0,0.006,0.24,0.0244,561.0,472.0,3.018,36.7703,4.2768,13.5,708.55,5147.0,4.62,True,nexsci
Kepler-291 b,0.0,0.001,0.003,0.19,0.0167,1603.0,1348.0,3.046,3.5465,2.2937,14.2,1884.37,6002.0,4.47,True,nexsci
Kepler-291 c,0.0,0.0,0.002,0.17,0.0132,1363.0,1147.0,3.064,5.7008,1.6411,14.2,1884.37,6002.0,4.47,True,nexsci
Kepler-292 b,0.0,0.0,0.003,0.12,0.00724,1480.0,1244.0,3.11,2.5808,2.112,14.0,1087.23,5299.0,4.54,True,nexsci
Kepler-292 c,0.0,0.0,0.003,0.13,0.00869,1305.0,1097.0,3.099,3.7153,2.5241,14.0,1087.23,5299.0,4.54,True,nexsci
Kepler-292 d,0.0,0.0,0.004,0.2,0.0176,1062.0,893.0,3.042,7.0557,3.1536,14.0,1087.23,5299.0,4.54,True,nexsci
Kepler-292 e,0.0,0.0,0.005,0.24,0.0239,889.0,747.0,3.019,11.979,3.937,14.0,1087.23,5299.0,4.54,True,nexsci
Kepler-292 f,0.0,0.0,0.004,0.21,0.0193,737.0,620.0,3.035,20.8342,4.392,14.0,1087.23,5299.0,4.54,True,nexsci
Kepler-293 b,0.0,0.0,0.006,0.27,0.0303,859.0,723.0,3.0,19.2542,4.5725,13.7,1002.51,5804.0,4.5,True,nexsci
Kepler-293 c,0.0,0.0,0.005,0.34,0.0442,610.0,513.0,2.972,54.1557,4.3171,13.7,1002.51,5804.0,4.5,True,nexsci
Kepler-294 b,0.0,0.0,0.003,0.16,0.0119,1532.0,1288.0,3.072,3.7012,2.4629,14.2,1411.62,5913.0,4.49,True,nexsci
Kepler-294 c,0.0,0.001,0.004,0.24,0.0245,1260.0,1059.0,3.016,6.6264,3.2069,14.2,1411.62,5913.0,4.49,True,nexsci
Kepler-295 b,0.0,0.0,0.005,0.11,0.00624,969.0,815.0,3.115,12.6452,8.7871,12.7,1787.33,5603.0,4.44,True,nexsci
Kepler-295 c,0.0,0.0,0.004,0.1,0.00537,809.0,680.0,3.09,21.5263,8.2721,12.7,1787.33,5603.0,4.44,True,nexsci
Kepler-295 d,0.0,0.0,0.003,0.12,0.00761,696.0,585.0,3.11,33.8841,5.3736,12.7,1787.33,5603.0,4.44,True,nexsci
Kepler-296 b,0.0,0.0,0.006,0.14,0.0101,529.0,445.0,3.082,10.8644,1.728,12.6,226.0,3740.0,4.77,True,nexsci
Kepler-296 c,0.0,0.0,0.01,0.18,0.0147,651.0,547.0,3.061,5.8416,1.9191,12.6,226.0,3740.0,4.77,True,nexsci
Kepler-296 d,0.0,0.0,0.009,0.19,0.0158,433.0,364.0,3.054,19.8503,2.9233,12.6,226.0,3740.0,4.77,True,nexsci
Kepler-296 e,0.0,0.0,0.005,0.14,0.0093,361.0,304.0,3.096,34.1421,3.011,12.6,226.0,3740.0,4.77,True,nexsci
Kepler-296 f,0.0,0.0,0.006,0.16,0.0123,294.0,247.0,3.07,63.3363,3.6,12.6,226.0,3740.0,4.77,True,nexsci
Kepler-297 b,0.0,0.0,0.001,0.26,0.153,663.0,558.0,3.762,38.8718,6.1918,12.8,706.21,5619.0,4.47,True,nexsci
Kepler-297 c,0.0,0.0,0.013,0.58,0.132,533.0,448.0,2.983,74.9201,4.7917,12.8,706.21,5619.0,4.47,True,nexsci
Kepler-298 b,0.0,0.0,0.006,0.17,0.0142,689.0,580.0,3.06,10.4755,2.2932,13.1,525.98,4465.0,4.71,True,nexsci
Kepler-298 c,0.0,0.0,0.004,0.17,0.0138,529.0,445.0,3.063,22.9288,2.0088,13.1,525.98,4465.0,4.71,True,nexsci
Kepler-298 d,0.0,0.0,0.006,0.22,0.0214,353.0,297.0,3.028,77.4736,4.176,13.1,525.98,4465.0,4.71,True,nexsci
Kepler-299 b,0.0,0.0,0.003,0.12,0.00724,1635.0,1374.0,3.11,2.9271,2.6309,13.4,1084.89,5617.0,4.39,True,nexsci
Kepler-299 c,0.0,0.001,0.006,0.24,0.0236,1236.0,1039.0,3.021,6.8859,3.575,13.4,1084.89,5617.0,4.39,True,nexsci
Kepler-299 d,0.0,0.0,0.003,0.17,0.013,952.0,800.0,3.068,15.0548,4.704,13.4,1084.89,5617.0,4.39,True,nexsci
Kepler-299 e,0.0,0.0,0.003,0.17,0.0131,697.0,586.0,3.066,38.2855,6.4181,13.4,1084.89,5617.0,4.39,True,nexsci
Kepler-29 b,0.0,0.001,0.016,0.3,0.01419,1051.0,884.0,2.595,10.3384,2.808,13.7,851.9,5701.0,5.0,True,nexsci
Kepler-29 c,0.0,0.001,0.016,0.28,0.01259,951.0,799.0,2.6,13.2884,4.3459,13.7,851.9,5701.0,5.0,True,nexsci
Kepler-300 b,0.0,0.0,0.004,0.15,0.0108,1062.0,893.0,3.081,10.4463,2.3503,12.7,1134.23,5986.0,4.53,True,nexsci
Kepler-300 c,0.0,0.0,0.007,0.2,0.0179,676.0,569.0,3.041,40.715,8.5379,12.7,1134.23,5986.0,4.53,True,nexsci
Kepler-301 b,0.001,0.001,0.005,0.12,0.00752,1667.0,1402.0,3.112,2.5086,2.3274,12.7,734.31,5815.0,4.53,True,nexsci
Kepler-301 c,0.0,0.0,0.004,0.12,0.00752,1291.0,1086.0,3.112,5.419,2.2797,12.7,734.31,5815.0,4.53,True,nexsci
Kepler-301 d,0.0,0.0,0.005,0.16,0.0117,945.0,795.0,3.076,13.7512,3.9594,12.7,734.31,5815.0,4.53,True,nexsci
Kepler-302 b,0.0,0.0,0.005,0.36,0.0488,828.0,696.0,2.965,30.1841,5.8795,13.9,1459.64,5740.0,4.29,True,nexsci
Kepler-303 b,0.0,0.001,0.014,0.08,0.00201,1011.0,851.0,2.902,1.9371,1.4747,11.6,211.01,3944.0,4.77,True,nexsci
Kepler-303 c,0.0,0.0,0.007,0.1,0.00489,656.0,552.0,3.066,7.0611,1.0151,11.6,211.01,3944.0,4.77,True,nexsci
EPIC 212297394 b,,,,0.12,0.00727,,,3.112,2.2894,,12.2,423.35,4987.0,,True,nexsci
Kepler-304 b,0.0,0.002,0.013,0.26,0.0269,1141.0,960.0,3.011,3.2957,1.8204,12.6,440.12,4731.0,4.63,True,nexsci
Kepler-304 c,0.0,0.001,0.006,0.19,0.0168,970.0,815.0,3.044,5.3159,1.0951,12.6,440.12,4731.0,4.63,True,nexsci
Kepler-304 d,0.0,0.001,0.011,0.24,0.0252,797.0,670.0,3.017,9.6535,2.988,12.6,440.12,4731.0,4.63,True,nexsci
Kepler-304 e,,,,0.11,0.00588,,,3.105,1.4991,1.4421,12.6,440.12,4731.0,4.63,True,nexsci
Kepler-305 b,,,,0.32,0.033,,,2.9,5.487,2.9031,13.7,889.64,5100.0,4.56,True,nexsci
Kepler-305 c,,,,0.29,0.019,,,2.736,8.291,3.414,13.7,889.64,5100.0,4.56,True,nexsci
Kepler-305 d,0.0,0.0,0.004,0.24,0.02863,747.0,628.0,3.083,16.7387,2.417,13.7,889.64,5100.0,4.56,True,nexsci
Kepler-306 b,0.0,0.0,0.004,0.14,0.0092,1078.0,907.0,3.091,4.6462,2.3526,13.5,793.0,4954.0,4.61,True,nexsci
Kepler-306 c,0.0,0.001,0.006,0.21,0.0193,931.0,783.0,3.035,7.2402,2.8865,13.5,793.0,4954.0,4.61,True,nexsci
Kepler-306 d,0.0,0.0,0.006,0.22,0.021,696.0,585.0,3.032,17.3266,4.2073,13.5,793.0,4954.0,4.61,True,nexsci
Kepler-306 e,0.0,0.0,0.005,0.2,0.0182,506.0,425.0,3.039,44.841,5.513,13.5,793.0,4954.0,4.61,True,nexsci
Kepler-307 b,,,,0.22,0.02341,,,3.091,10.4208,2.7791,12.3,585.27,5367.0,4.46,True,nexsci
